2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = ffffffff, exists = true, startAddr = 1f800000, endAddr = 1f8fffff, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0004, widthProgram = 0004
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 7fffffff, exists = true, startAddr = ffffffff, endAddr = fffffffe, rowSize = 0001, rowEraseSize = 0000, addrInc = 0001, widthProgram = 0001
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: mask = 0000, exists = false, startAddr = 00000000, endAddr = 00000000, rowSize = 0000, rowEraseSize = 0000, addrInc = 0000, widthProgram = 0000
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 DeviceInfo: CfgRequiredBitsMask Values:
2233 1749827398659 GEN4_TO_CONTROLLER_LOG:GEN4_INIT_INT_LOG_PIC32MZ2048EFM100 Address = 1fc0ff40, Mask = 7b000000
2291 1749881902272 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2291 1749881902272 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:GetFirmwareInfo
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: Values:
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: boot = false, bootVer = 01.00.00, apVer = 02.04.22, fpgaVer = ff.ff.ff, scriptVer = 00.08.91, macAddress = 0504883548174844853485156484857, devID = a1020e01, devID1 = 2, devSN0 = ffffffff, devSN1 = ffffffff, serialNumber = BUR222474482, appCommitID = null, scriptCommitID = 0674c1b56b, PCB_ID = 6
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:GetFirmwareInfo
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2291 1749881902279 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902286 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:GetFirmwareInfo
2291 1749881902286 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902286 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: Values:
2291 1749881902286 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: boot = false, bootVer = 01.00.00, apVer = 02.04.22, fpgaVer = ff.ff.ff, scriptVer = 00.08.91, macAddress = 0504883548174844853485156484857, devID = a1020e01, devID1 = 2, devSN0 = ffffffff, devSN1 = ffffffff, serialNumber = BUR222474482, appCommitID = null, scriptCommitID = 0674c1b56b, PCB_ID = 6
2291 1749881902286 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End
2291 1749881902287 XXXX 1749881902287, Thread 2291: XXXX 1749881902287, Entering Thread 2291: Commands::runScriptWithUpload with script contents. contents[0] = 0x5e, ...  
2291 1749881902287 XXXX 1749881902287, Thread 2291: XXXX 1749881902287, Entering Thread 2291: ToolCommUsb::readTransfer, sideData is 0xd bytes long, transferDataLength is 0x4 bytes long  
2291 1749881902288 XXXX 1749881902288, Thread 2291: XXXX 1749881902288, Exiting Thread 2291: ToolCommUsb::readTransfer,  cr.status = 0x0  
2291 1749881902288 XXXX 1749881902288, Thread 2291: XXXX 1749881902288, Exiting Thread 2291: Commands::runScriptWithUpload  
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.RI4Tool.ConnectionHandler.CheckForFWUpdates()
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:Created FirmwareUpdateHandler com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler@6c64ee00
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.UpdateFirmware(FirmwareInfo, UpdateMessage)
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:areWeInBoot returned false
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:inBoot = false
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:uMode = done
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:selectedTool = pk4
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:current toolType = pk4
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:current tool mode = pk4
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.updatePk4HybridFirmware()
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:Don't upgrade fimware = false
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:ENTERING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.updatePk4HybridFirmware()
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:EXITING: com.microchip.mplab.mdbcore.pk4hybrid.pk4hybridFirmwareUpdateHandler.UpdateFirmware(FirmwareInfo, UpdateMessage)
2291 1749881902288 GEN4_CONNECT_DIAGNOSTICS:EXITING: com.microchip.mplab.mdbcore.RI4Tool.ConnectionHandler.CheckForFWUpdates()

2291 1749881902288 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:SetPowerInfo
2291 1749881902288 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902288 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 PowerInfo: Values:
2291 1749881902288 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 PowerInfo: shotDownSystem = false, isToolPower = false, voltage = 3.250000, useVppFirst = false, useLowVoltageProgramming = true, useMaintainActivePower = false
2291 1749881902288 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902288 XXXX 1749881902288, Thread 2291: XXXX 1749881902288, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x39, ...  
2291 1749881902289 XXXX 1749881902289, Thread 2291: XXXX 1749881902289, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902289 XXXX 1749881902289, Thread 2291: XXXX 1749881902289, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x46, ...  
2291 1749881902290 XXXX 1749881902290, Thread 2291: XXXX 1749881902290, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902290 XXXX 1749881902290, Thread 2291: XXXX 1749881902290, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x44, ...  
2291 1749881902302 XXXX 1749881902302, Thread 2291: XXXX 1749881902302, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902302 XXXX 1749881902302, Thread 2291: XXXX 1749881902302, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xef, ...  
2291 1749881902313 XXXX 1749881902313, Thread 2291: XXXX 1749881902313, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902313 XXXX 1749881902313, Thread 2291: XXXX 1749881902313, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x40, ...  
2291 1749881902689 XXXX 1749881902689, Thread 2291: XXXX 1749881902689, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902689 XXXX 1749881902689, Thread 2291: XXXX 1749881902689, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x47, ...  
2291 1749881902694 XXXX 1749881902694, Thread 2291: XXXX 1749881902694, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:SetPowerInfo
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 none
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:GetVoltageInfo
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2291 1749881902694 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902694 XXXX 1749881902694, Thread 2291: XXXX 1749881902694, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x47, ...  
2291 1749881902699 XXXX 1749881902699, Thread 2291: XXXX 1749881902699, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:GetVoltageInfo
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 VoltagesInfo: Values:
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 VoltagesInfo: internalVdd = 1425, internalVpp = 1241, targetVdd = 1454, targetVpp = 378, vddSense = 0, temp = 25000, vddCurrentSense = 0, vddVoltageSense = 0
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:GetFirmwareInfo
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2291 1749881902699 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:GetFirmwareInfo
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: Values:
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 FirmwareInfo: boot = false, bootVer = 01.00.00, apVer = 02.04.22, fpgaVer = ff.ff.ff, scriptVer = 00.08.91, macAddress = 0504883548174844853485156484857, devID = a1020e01, devID1 = 2, devSN0 = ffffffff, devSN1 = ffffffff, serialNumber = BUR222474482, appCommitID = null, scriptCommitID = 0674c1b56b, PCB_ID = 6
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:SetLEDBrightness
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 5
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902707 XXXX 1749881902707, Thread 2291: XXXX 1749881902707, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xcf, ...  
2291 1749881902707 XXXX 1749881902707, Thread 2291: XXXX 1749881902707, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:SetLEDBrightness
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 none
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:SetToolInfo
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 ToolInfo: Values:
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 ToolInfo: speedLevel = 1, PGCResistance = 4700, PGDResistance = 4700, PGCPullDir = PullDown, PGDPullDir = PullDown, ICSPSelected = Wire2
2291 1749881902707 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902707 XXXX 1749881902707, Thread 2291: XXXX 1749881902707, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0x27, ...  
2291 1749881902708 XXXX 1749881902708, Thread 2291: XXXX 1749881902708, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902708 XXXX 1749881902708, Thread 2291: XXXX 1749881902708, Entering Thread 2291: Commands::runScriptBasic, script name = SetSpeedFromDevice, timeOut = -1 ms  
2291 1749881902709 XXXX 1749881902709, Thread 2291: XXXX 1749881902709, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902709 XXXX 1749881902709, Thread 2291: XXXX 1749881902709, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xed, ...  
2291 1749881902710 XXXX 1749881902710, Thread 2291: XXXX 1749881902710, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902710 XXXX 1749881902710, Thread 2291: XXXX 1749881902710, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xec, ...  
2291 1749881902711 XXXX 1749881902711, Thread 2291: XXXX 1749881902711, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902711 XXXX 1749881902711, Thread 2291: XXXX 1749881902711, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xd4, ...  
2291 1749881902712 XXXX 1749881902712, Thread 2291: XXXX 1749881902712, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902712 XXXX 1749881902712, Thread 2291: XXXX 1749881902712, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xcd, ...  
2291 1749881902713 XXXX 1749881902713, Thread 2291: XXXX 1749881902713, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902713 XXXX 1749881902713, Thread 2291: XXXX 1749881902713, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xce, ...  
2291 1749881902714 XXXX 1749881902714, Thread 2291: XXXX 1749881902714, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902714 XXXX 1749881902714, Thread 2291: XXXX 1749881902714, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xcd, ...  
2291 1749881902715 XXXX 1749881902715, Thread 2291: XXXX 1749881902715, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902715 XXXX 1749881902715, Thread 2291: XXXX 1749881902715, Entering Thread 2291: Commands::runScriptBasic with script contents. contents[0] = 0xce, ...  
2291 1749881902716 XXXX 1749881902716, Thread 2291: XXXX 1749881902716, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Post:SetToolInfo
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return Value
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 none
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Return End

2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Pre:GetTargetIDInfo
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 null
2291 1749881902716 GEN4_TO_CONTROLLER_LOG:GEN4_CONNECT_INT_LOG_PIC32MZ2048EFM100 Payload End
2291 1749881902718 XXXX 1749881902718, Thread 2291: XXXX 1749881902718, Entering Thread 2291: Commands::runScriptBasic, script name = EnterTMOD_LV, timeOut = -1 ms  
2291 1749881902724 XXXX 1749881902724, Thread 2291: XXXX 1749881902724, Exiting Thread 2291: Commands::runScriptBasic  
2291 1749881902724 XXXX 1749881902724, Thread 2291: XXXX 1749881902724, Entering Thread 2291: Commands::runScriptBasic, script name = InitJTAG, timeOut = -1 ms  
2291 1749881904773 XXXX 1749881904773, Thread 2291: Type = runScript, Script name = InitJTAG, Status = 0x104
 
